start_date	fips	start_deaths	end_date	end_deaths	deaths	preventable_est
2021-04-15	13173	13.0	2022-09-25	27.0	14	9
2021-04-15	13175	165.0	2022-09-25	319.0	154	102
2021-04-15	13177	57.0	2022-09-25	109.0	52	34
2021-04-15	13179	61.0	2022-09-25	157.0	96	63
2021-04-15	13181	26.0	2022-09-25	37.0	11	7
2021-04-15	13183	11.0	2022-09-25	35.0	24	16
2021-04-15	13185	203.0	2022-09-25	417.0	214	141
2021-04-15	13187	68.0	2022-09-25	135.0	67	44
2021-04-15	13189	47.0	2022-09-25	110.0	63	42
2021-04-15	13191	16.0	2022-09-25	39.0	23	15
2021-04-15	13193	29.0	2022-09-25	51.0	22	15
2021-04-15	13195	56.0	2022-09-25	118.0	62	41
2021-04-15	13197	19.0	2022-09-25	55.0	36	24
2021-04-15	13199	83.0	2022-09-25	151.0	68	45
2021-04-15	13201	13.0	2022-09-25	30.0	17	11
2021-04-15	13205	79.0	2022-09-25	123.0	44	29
2021-04-15	13207	99.0	2022-09-25	181.0	82	54
2021-04-15	13209	23.0	2022-09-25	55.0	32	21
2021-04-15	13211	28.0	2022-09-25	71.0	43	28
2021-04-15	13213	82.0	2022-09-25	198.0	116	77
2021-04-15	13215	432.0	2022-09-25	879.0	447	296
2021-04-15	13217	232.0	2022-09-25	474.0	242	160
2021-04-15	13219	70.0	2022-09-25	113.0	43	28
2021-04-15	13221	29.0	2022-09-25	62.0	33	22
2021-04-15	13223	208.0	2022-09-25	453.0	245	162
2021-04-15	13225	57.0	2022-09-25	141.0	84	56
2021-04-15	13227	74.0	2022-09-25	179.0	105	69
2021-04-15	13229	56.0	2022-09-25	140.0	84	56
2021-04-15	13231	39.0	2022-09-25	105.0	66	44
2021-04-15	13233	90.0	2022-09-25	203.0	113	75
2021-04-15	13235	44.0	2022-09-25	82.0	38	25
2021-04-15	13237	57.0	2022-09-25	111.0	54	36
2021-04-15	13239	2.0	2022-09-25	5.0	3	2
2021-04-15	13241	48.0	2022-09-25	103.0	55	36
2021-04-15	13243	33.0	2022-09-25	48.0	15	10
2021-04-15	13245	489.0	2022-09-25	925.0	436	288
2021-04-15	13247	168.0	2022-09-25	332.0	164	108
2021-04-15	13249	5.0	2022-09-25	11.0	6	4
2021-04-15	13251	30.0	2022-09-25	72.0	42	28
2021-04-15	13253	18.0	2022-09-25	34.0	16	11
2021-04-15	13255	185.0	2022-09-25	435.0	250	165
2021-04-15	13257	80.0	2022-09-25	172.0	92	61
2021-04-15	13259	23.0	2022-09-25	35.0	12	8
2021-04-15	13261	99.0	2022-09-25	178.0	79	52
2021-04-15	13263	18.0	2022-09-25	34.0	16	11
2021-04-15	13265	3.0	2022-09-25	4.0	1	1
2021-04-15	13267	65.0	2022-09-25	141.0	76	50
2021-04-15	13269	25.0	2022-09-25	51.0	26	17
2021-04-15	13271	57.0	2022-09-25	88.0	31	20
2021-04-15	13273	46.0	2022-09-25	70.0	24	16
2021-04-15	13275	123.0	2022-09-25	224.0	101	67
2021-04-15	13277	125.0	2022-09-25	233.0	108	71
2021-04-15	13279	109.0	2022-09-25	208.0	99	65
2021-04-15	13281	54.0	2022-09-25	118.0	64	42
2021-04-15	13283	27.0	2022-09-25	68.0	41	27
2021-04-15	13285	220.0	2022-09-25	398.0	178	118
2021-04-15	13287	35.0	2022-09-25	64.0	29	19
2021-04-15	13289	42.0	2022-09-25	71.0	29	19
2021-04-15	13291	68.0	2022-09-25	167.0	99	65
2021-04-15	13293	125.0	2022-09-25	247.0	122	81
2021-04-15	13295	83.0	2022-09-25	260.0	177	117
2021-04-15	13297	250.0	2022-09-25	453.0	203	134
2021-04-15	13299	171.0	2022-09-25	293.0	122	81
2021-04-15	13301	16.0	2022-09-25	31.0	15	10
2021-04-15	13303	85.0	2022-09-25	139.0	54	36
2021-04-15	13305	84.0	2022-09-25	216.0	132	87
2021-04-15	13307	4.0	2022-09-25	9.0	5	3
2021-04-15	13309	24.0	2022-09-25	39.0	15	10
2021-04-15	13311	77.0	2022-09-25	170.0	93	61
2021-04-15	13313	240.0	2022-09-25	466.0	226	149
2021-04-15	13315	47.0	2022-09-25	71.0	24	16
2021-04-15	13317	26.0	2022-09-25	55.0	29	19
2021-04-15	13319	28.0	2022-09-25	62.0	34	22
2021-04-15	13321	66.0	2022-09-25	122.0	56	37
2021-04-15	15001	53.0	2022-09-25	217.0	164	108
2021-04-15	15003	370.0	2022-09-25	1247.0	877	580
2021-04-15	15005	0.0	2022-09-25	0.0	0	0
2021-04-15	15007	1.0	2022-09-25	45.0	44	29
2021-04-15	15009	46.0	2022-09-25	158.0	112	74
2021-04-15	16001	455.0	2022-09-25	1074.0	619	409
2021-04-15	16003	4.0	2022-09-25	15.0	11	7
2021-04-15	16005	103.0	2022-09-25	262.0	159	105
2021-04-15	16007	2.0	2022-09-25	17.0	15	10
2021-04-15	16009	9.0	2022-09-25	42.0	33	22
2021-04-15	16011	72.0	2022-09-25	167.0	95	63
2021-04-15	16013	18.0	2022-09-25	32.0	14	9
2021-04-15	16015	2.0	2022-09-25	14.0	12	8
2021-04-15	16017	40.0	2022-09-25	192.0	152	100
2021-04-15	16019	168.0	2022-09-25	292.0	124	82
2021-04-15	16021	10.0	2022-09-25	67.0	57	38
2021-04-15	16023	1.0	2022-09-25	11.0	10	7
2021-04-15	16025	0.0	2022-09-25	2.0	2	1
2021-04-15	16027	291.0	2022-09-25	708.0	417	276
2021-04-15	16029	12.0	2022-09-25	35.0	23	15
2021-04-15	16031	26.0	2022-09-25	55.0	29	19
2021-04-15	16033	0.0	2022-09-25	1.0	1	1
2021-04-15	16035	13.0	2022-09-25	36.0	23	15
2021-04-15	16037	3.0	2022-09-25	9.0	6	4
2021-04-15	16039	14.0	2022-09-25	71.0	57	38
2021-04-15	16041	16.0	2022-09-25	30.0	14	9
2021-04-15	16043	14.0	2022-09-25	30.0	16	11
2021-04-15	16045	37.0	2022-09-25	82.0	45	30
2021-04-15	16047	23.0	2022-09-25	59.0	36	24
2021-04-15	16049	18.0	2022-09-25	57.0	39	26
2021-04-15	16051	24.0	2022-09-25	65.0	41	27
2021-04-15	16053	23.0	2022-09-25	67.0	44	29
2021-04-15	16055	201.0	2022-09-25	633.0	432	286
2021-04-15	16057	10.0	2022-09-25	53.0	43	28
2021-04-15	16059	9.0	2022-09-25	28.0	19	13
2021-04-15	16061	9.0	2022-09-25	30.0	21	14
2021-04-15	16063	11.0	2022-09-25	15.0	4	3
2021-04-15	16065	24.0	2022-09-25	55.0	31	20
2021-04-15	16067	32.0	2022-09-25	66.0	34	22
2021-04-15	16069	55.0	2022-09-25	156.0	101	67
2021-04-15	16071	4.0	2022-09-25	11.0	7	5
2021-04-15	16073	27.0	2022-09-25	53.0	26	17
2021-04-15	16075	36.0	2022-09-25	89.0	53	35
2021-04-15	16077	9.0	2022-09-25	21.0	12	8
2021-04-15	16079	34.0	2022-09-25	79.0	45	30
2021-04-15	16081	4.0	2022-09-25	9.0	5	3
2021-04-15	16083	127.0	2022-09-25	305.0	178	118
2021-04-15	16085	6.0	2022-09-25	16.0	10	7
2021-04-15	16087	21.0	2022-09-25	58.0	37	24
2021-04-15	17001	146.0	2022-09-25	245.0	99	65
2021-04-15	17003	10.0	2022-09-25	16.0	6	4
2021-04-15	17005	30.0	2022-09-25	37.0	7	5
2021-04-15	17007	83.0	2022-09-25	132.0	49	32
2021-04-15	17009	12.0	2022-09-25	22.0	10	7
2021-04-15	17011	93.0	2022-09-25	142.0	49	32
2021-04-15	17013	5.0	2022-09-25	8.0	3	2
2021-04-15	17015	37.0	2022-09-25	52.0	15	10
2021-04-15	17017	33.0	2022-09-25	46.0	13	9
2021-04-15	17019	145.0	2022-09-25	310.0	165	109
2021-04-15	17021	90.0	2022-09-25	133.0	43	28
2021-04-15	17023	40.0	2022-09-25	61.0	21	14
2021-04-15	17025	48.0	2022-09-25	77.0	29	19
2021-04-15	17027	99.0	2022-09-25	124.0	25	17
2021-04-15	17029	96.0	2022-09-25	181.0	85	56
2021-04-15	17031	10357.0	2022-09-25	15335.0	4978	3291
2021-04-15	17033	41.0	2022-09-25	63.0	22	15
2021-04-15	17035	31.0	2022-09-25	51.0	20	13
2021-04-15	17037	123.0	2022-09-25	208.0	85	56
2021-04-15	17039	30.0	2022-09-25	47.0	17	11
2021-04-15	17041	41.0	2022-09-25	65.0	24	16
2021-04-15	17043	1331.0	2022-09-25	1874.0	543	359
2021-04-15	17045	59.0	2022-09-25	80.0	21	14
2021-04-15	17047	13.0	2022-09-25	29.0	16	11
2021-04-15	17049	82.0	2022-09-25	153.0	71	47
2021-04-15	17051	57.0	2022-09-25	104.0	47	31
2021-04-15	17053	54.0	2022-09-25	77.0	23	15
2021-04-15	17055	82.0	2022-09-25	186.0	104	69
2021-04-15	17057	58.0	2022-09-25	141.0	83	55
2021-04-15	17059	5.0	2022-09-25	21.0	16	11
2021-04-15	17061	45.0	2022-09-25	60.0	15	10
2021-04-15	17063	75.0	2022-09-25	147.0	72	48
2021-04-15	17065	18.0	2022-09-25	35.0	17	11
2021-04-15	17067	40.0	2022-09-25	60.0	20	13
2021-04-15	17069	12.0	2022-09-25	20.0	8	5
2021-04-15	17071	23.0	2022-09-25	28.0	5	3
2021-04-15	17073	90.0	2022-09-25	152.0	62	41
2021-04-15	17075	66.0	2022-09-25	126.0	60	40
2021-04-15	17077	74.0	2022-09-25	140.0	66	44
2021-04-15	17079	19.0	2022-09-25	34.0	15	10
2021-04-15	17081	119.0	2022-09-25	178.0	59	39
2021-04-15	17083	68.0	2022-09-25	95.0	27	18
2021-04-15	17085	27.0	2022-09-25	44.0	17	11
2021-04-15	17087	20.0	2022-09-25	48.0	28	19
2021-04-15	17089	802.0	2022-09-25	1220.0	418	276
2021-04-15	17091	204.0	2022-09-25	386.0	182	120
2021-04-15	17093	99.0	2022-09-25	175.0	76	50
2021-04-15	17095	168.0	2022-09-25	257.0	89	59
2021-04-15	17097	1034.0	2022-09-25	1536.0	502	332
2021-04-15	17099	285.0	2022-09-25	453.0	168	111
2021-04-15	17101	34.0	2022-09-25	54.0	20	13
2021-04-15	17103	89.0	2022-09-25	123.0	34	22
2021-04-15	17105	95.0	2022-09-25	150.0	55	36
2021-04-15	17107	69.0	2022-09-25	107.0	38	25
2021-04-15	17109	54.0	2022-09-25	116.0	62	41
2021-04-15	17111	304.0	2022-09-25	524.0	220	145
2021-04-15	17113	205.0	2022-09-25	350.0	145	96
2021-04-15	17115	200.0	2022-09-25	368.0	168	111
2021-04-15	17117	110.0	2022-09-25	173.0	63	42
2021-04-15	17119	586.0	2022-09-25	895.0	309	204
2021-04-15	17121	120.0	2022-09-25	222.0	102	67
2021-04-15	17123	19.0	2022-09-25	35.0	16	11
2021-04-15	17125	42.0	2022-09-25	66.0	24	16
2021-04-15	17127	42.0	2022-09-25	74.0	32	21
2021-04-15	17129	16.0	2022-09-25	29.0	13	9
2021-04-15	17131	33.0	2022-09-25	51.0	18	12
2021-04-15	17133	90.0	2022-09-25	132.0	42	28
2021-04-15	17135	79.0	2022-09-25	114.0	35	23
2021-04-15	17137	101.0	2022-09-25	152.0	51	34
2021-04-15	17139	34.0	2022-09-25	57.0	23	15
2021-04-15	17141	86.0	2022-09-25	139.0	53	35
2021-04-15	17143	298.0	2022-09-25	560.0	262	173
2021-04-15	17145	68.0	2022-09-25	107.0	39	26
2021-04-15	17147	20.0	2022-09-25	29.0	9	6
2021-04-15	17149	54.0	2022-09-25	72.0	18	12
2021-04-15	17151	3.0	2022-09-25	9.0	6	4
2021-04-15	17153	7.0	2022-09-25	22.0	15	10
2021-04-15	17155	4.0	2022-09-25	11.0	7	5
2021-04-15	17157	90.0	2022-09-25	138.0	48	32
2021-04-15	17159	49.0	2022-09-25	86.0	37	24
2021-04-15	17161	346.0	2022-09-25	543.0	197	130
2021-04-15	17163	546.0	2022-09-25	808.0	262	173
2021-04-15	17165	69.0	2022-09-25	115.0	46	30
2021-04-15	17167	270.0	2022-09-25	462.0	192	127
2021-04-15	17169	17.0	2022-09-25	29.0	12	8
2021-04-15	17171	1.0	2022-09-25	13.0	12	8
2021-04-15	17173	40.0	2022-09-25	82.0	42	28
2021-04-15	17175	23.0	2022-09-25	39.0	16	11
2021-04-15	17177	99.0	2022-09-25	191.0	92	61
2021-04-15	17179	288.0	2022-09-25	523.0	235	155
2021-04-15	17181	44.0	2022-09-25	71.0	27	18
2021-04-15	17183	142.0	2022-09-25	320.0	178	118
2021-04-15	17185	15.0	2022-09-25	32.0	17	11
2021-04-15	17187	49.0	2022-09-25	90.0	41	27
2021-04-15	17189	31.0	2022-09-25	42.0	11	7
2021-04-15	17191	52.0	2022-09-25	90.0	38	25
2021-04-15	17193	36.0	2022-09-25	63.0	27	18
2021-04-15	17195	205.0	2022-09-25	279.0	74	49
2021-04-15	17197	1032.0	2022-09-25	1687.0	655	433
2021-04-15	17199	138.0	2022-09-25	276.0	138	91
2021-04-15	17201	488.0	2022-09-25	892.0	404	267
2021-04-15	17203	75.0	2022-09-25	129.0	54	36
2021-04-15	18001	53.0	2022-09-25	118.0	65	43
2021-04-15	18003	691.0	2022-09-25	1226.0	535	354
2021-04-15	18005	158.0	2022-09-25	258.0	100	66
2021-04-15	18007	13.0	2022-09-25	24.0	11	7
2021-04-15	18009	31.0	2022-09-25	73.0	42	28
2021-04-15	18011	104.0	2022-09-25	197.0	93	61
2021-04-15	18013	40.0	2022-09-25	63.0	23	15
2021-04-15	18015	22.0	2022-09-25	72.0	50	33
2021-04-15	18017	103.0	2022-09-25	176.0	73	48
2021-04-15	18019	199.0	2022-09-25	413.0	214	141
2021-04-15	18021	44.0	2022-09-25	95.0	51	34
2021-04-15	18023	58.0	2022-09-25	139.0	81	54
2021-04-15	18025	15.0	2022-09-25	41.0	26	17
2021-04-15	18027	101.0	2022-09-25	155.0	54	36
2021-04-15	18029	78.0	2022-09-25	145.0	67	44
2021-04-15	18031	96.0	2022-09-25	151.0	55	36
2021-04-15	18033	87.0	2022-09-25	157.0	70	46
2021-04-15	18035	190.0	2022-09-25	465.0	275	182
2021-04-15	18037	118.0	2022-09-25	167.0	49	32
2021-04-15	18039	446.0	2022-09-25	757.0	311	206
2021-04-15	18041	64.0	2022-09-25	152.0	88	58
2021-04-15	18043	181.0	2022-09-25	315.0	134	89
2021-04-15	18045	46.0	2022-09-25	107.0	61	40
2021-04-15	18047	36.0	2022-09-25	69.0	33	22
2021-04-15	18049	39.0	2022-09-25	109.0	70	46
2021-04-15	18051	92.0	2022-09-25	154.0	62	41
2021-04-15	18053	176.0	2022-09-25	371.0	195	129
2021-04-15	18055	89.0	2022-09-25	144.0	55	36
2021-04-15	18057	423.0	2022-09-25	692.0	269	178
2021-04-15	18059	143.0	2022-09-25	274.0	131	87
2021-04-15	18061	72.0	2022-09-25	148.0	76	50
2021-04-15	18063	330.0	2022-09-25	580.0	250	165
2021-04-15	18065	102.0	2022-09-25	242.0	140	93
2021-04-15	18067	215.0	2022-09-25	465.0	250	165
2021-04-15	18069	82.0	2022-09-25	166.0	84	56
2021-04-15	18071	70.0	2022-09-25	136.0	66	44
2021-04-15	18073	48.0	2022-09-25	155.0	107	71
2021-04-15	18075	31.0	2022-09-25	83.0	52	34
2021-04-15	18077	79.0	2022-09-25	167.0	88	58
2021-04-15	18079	49.0	2022-09-25	117.0	68	45
2021-04-15	18081	390.0	2022-09-25	640.0	250	165
2021-04-15	18083	89.0	2022-09-25	157.0	68	45
2021-04-15	18085	117.0	2022-09-25	243.0	126	83
2021-04-15	18087	72.0	2022-09-25	105.0	33	22
2021-04-15	18089	978.0	2022-09-25	1896.0	918	607
2021-04-15	18091	206.0	2022-09-25	380.0	174	115
2021-04-15	18093	121.0	2022-09-25	272.0	151	100
2021-04-15	18095	356.0	2022-09-25	670.0	314	208
2021-04-15	18097	1780.0	2022-09-25	3100.0	1320	873
2021-04-15	18099	109.0	2022-09-25	202.0	93	61
2021-04-15	18101	15.0	2022-09-25	27.0	12	8
2021-04-15	18103	66.0	2022-09-25	166.0	100	66
2021-04-15	18105	168.0	2022-09-25	295.0	127	84
2021-04-15	18107	87.0	2022-09-25	167.0	80	53
2021-04-15	18109	143.0	2022-09-25	292.0	149	99
2021-04-15	18111	36.0	2022-09-25	71.0	35	23
2021-04-15	18113	86.0	2022-09-25	165.0	79	52
2021-04-15	18115	11.0	2022-09-25	19.0	8	5
2021-04-15	18117	56.0	2022-09-25	100.0	44	29
2021-04-15	18119	58.0	2022-09-25	131.0	73	48
2021-04-15	18121	16.0	2022-09-25	49.0	33	22
2021-04-15	18123	37.0	2022-09-25	71.0	34	22
2021-04-15	18125	34.0	2022-09-25	51.0	17	11
2021-04-15	18127	308.0	2022-09-25	583.0	275	182
2021-04-15	18129	33.0	2022-09-25	60.0	27	18
2021-04-15	18131	45.0	2022-09-25	87.0	42	28
2021-04-15	18133	60.0	2022-09-25	132.0	72	48
2021-04-15	18135	81.0	2022-09-25	155.0	74	49
2021-04-15	18137	68.0	2022-09-25	142.0	74	49
2021-04-15	18139	24.0	2022-09-25	59.0	35	23
2021-04-15	18141	556.0	2022-09-25	914.0	358	237
2021-04-15	18143	55.0	2022-09-25	112.0	57	38
2021-04-15	18145	105.0	2022-09-25	185.0	80	53
2021-04-15	18147	31.0	2022-09-25	61.0	30	20
2021-04-15	18149	54.0	2022-09-25	106.0	52	34
2021-04-15	18151	59.0	2022-09-25	122.0	63	42
2021-04-15	18153	42.0	2022-09-25	77.0	35	23
2021-04-15	18155	8.0	2022-09-25	20.0	12	8
2021-04-15	18157	214.0	2022-09-25	425.0	211	139
2021-04-15	18159	45.0	2022-09-25	89.0	44	29
2021-04-15	18161	11.0	2022-09-25	22.0	11	7
2021-04-15	18163	398.0	2022-09-25	653.0	255	169
2021-04-15	18165	43.0	2022-09-25	80.0	37	24
2021-04-15	18167	249.0	2022-09-25	421.0	172	114
2021-04-15	18169	77.0	2022-09-25	163.0	86	57
2021-04-15	18171	16.0	2022-09-25	30.0	14	9
2021-04-15	18173	158.0	2022-09-25	247.0	89	59
2021-04-15	18175	31.0	2022-09-25	90.0	59	39
2021-04-15	18177	202.0	2022-09-25	348.0	146	97
2021-04-15	18179	82.0	2022-09-25	137.0	55	36
2021-04-15	18181	55.0	2022-09-25	98.0	43	28
2021-04-15	18183	39.0	2022-09-25	86.0	47	31
2021-04-15	19001	32.0	2022-09-25	51.0	19	13
2021-04-15	19003	4.0	2022-09-25	14.0	10	7
2021-04-15	19005	51.0	2022-09-25	62.0	11	7
2021-04-15	19007	47.0	2022-09-25	71.0	24	16
2021-04-15	19009	9.0	2022-09-25	21.0	12	8
2021-04-15	19011	55.0	2022-09-25	80.0	25	17
2021-04-15	19013	306.0	2022-09-25	500.0	194	128
2021-04-15	19015	33.0	2022-09-25	63.0	30	20
2021-04-15	19017	60.0	2022-09-25	85.0	25	17
2021-04-15	19019	31.0	2022-09-25	65.0	34	22
2021-04-15	19021	40.0	2022-09-25	59.0	19	13
2021-04-15	19023	34.0	2022-09-25	56.0	22	15
2021-04-15	19025	11.0	2022-09-25	26.0	15	10
2021-04-15	19027	50.0	2022-09-25	76.0	26	17
2021-04-15	19029	54.0	2022-09-25	81.0	27	18
2021-04-15	19031	23.0	2022-09-25	43.0	20	13
2021-04-15	19033	86.0	2022-09-25	173.0	87	58
2021-04-15	19035	38.0	2022-09-25	69.0	31	20
2021-04-15	19037	15.0	2022-09-25	34.0	19	13
2021-04-15	19039	23.0	2022-09-25	41.0	18	12
2021-04-15	19041	25.0	2022-09-25	48.0	23	15
2021-04-15	19043	55.0	2022-09-25	75.0	20	13
2021-04-15	19045	90.0	2022-09-25	156.0	66	44
2021-04-15	19047	39.0	2022-09-25	55.0	16	11
2021-04-15	19049	96.0	2022-09-25	151.0	55	36
2021-04-15	19051	24.0	2022-09-25	35.0	11	7
2021-04-15	19053	9.0	2022-09-25	28.0	19	13
2021-04-15	19055	39.0	2022-09-25	69.0	30	20
2021-04-15	19057	65.0	2022-09-25	149.0	84	56
2021-04-15	19059	43.0	2022-09-25	76.0	33	22
2021-04-15	19061	202.0	2022-09-25	310.0	108	71
2021-04-15	19063	40.0	2022-09-25	55.0	15	10
2021-04-15	19065	41.0	2022-09-25	81.0	40	26
2021-04-15	19067	42.0	2022-09-25	66.0	24	16
2021-04-15	19069	21.0	2022-09-25	47.0	26	17
2021-04-15	19071	10.0	2022-09-25	26.0	16	11
2021-04-15	19073	10.0	2022-09-25	26.0	16	11
2021-04-15	19075	32.0	2022-09-25	46.0	14	9
2021-04-15	19077	29.0	2022-09-25	47.0	18	12
2021-04-15	19079	49.0	2022-09-25	79.0	30	20
2021-04-15	19081	34.0	2022-09-25	49.0	15	10
2021-04-15	19083	42.0	2022-09-25	64.0	22	15
2021-04-15	19085	73.0	2022-09-25	95.0	22	15
2021-04-15	19087	37.0	2022-09-25	78.0	41	27
2021-04-15	19089	22.0	2022-09-25	37.0	15	10
2021-04-15	19091	26.0	2022-09-25	39.0	13	9
2021-04-15	19093	33.0	2022-09-25	49.0	16	11
2021-04-15	19095	24.0	2022-09-25	50.0	26	17
2021-04-15	19097	42.0	2022-09-25	71.0	29	19
2021-04-15	19099	70.0	2022-09-25	119.0	49	32
2021-04-15	19101	35.0	2022-09-25	54.0	19	13
2021-04-15	19103	81.0	2022-09-25	164.0	83	55
2021-04-15	19105	55.0	2022-09-25	79.0	24	16
2021-04-15	19107	30.0	2022-09-25	52.0	22	15
2021-04-15	19109	62.0	2022-09-25	92.0	30	20
2021-04-15	19111	55.0	2022-09-25	146.0	91	60
2021-04-15	19113	329.0	2022-09-25	622.0	293	194
2021-04-15	19115	49.0	2022-09-25	64.0	15	10
2021-04-15	19117	22.0	2022-09-25	33.0	11	7
2021-04-15	19119	41.0	2022-09-25	52.0	11	7
2021-04-15	19121	19.0	2022-09-25	42.0	23	15
2021-04-15	19123	49.0	2022-09-25	92.0	43	28
2021-04-15	19125	75.0	2022-09-25	127.0	52	34
2021-04-15	19127	74.0	2022-09-25	124.0	50	33
2021-04-15	19129	20.0	2022-09-25	45.0	25	17
2021-04-15	19131	41.0	2022-09-25	49.0	8	5
2021-04-15	19133	30.0	2022-09-25	51.0	21	14
2021-04-15	19135	28.0	2022-09-25	52.0	24	16
2021-04-15	19137	37.0	2022-09-25	57.0	20	13
2021-04-15	19139	96.0	2022-09-25	132.0	36	24
2021-04-15	19141	60.0	2022-09-25	73.0	13	9
2021-04-15	19143	16.0	2022-09-25	22.0	6	4
2021-04-15	19145	20.0	2022-09-25	49.0	29	19
2021-04-15	19147	22.0	2022-09-25	40.0	18	12
2021-04-15	19149	79.0	2022-09-25	106.0	27	18
2021-04-15	19151	21.0	2022-09-25	27.0	6	4
2021-04-15	19153	602.0	2022-09-25	1155.0	553	366
2021-04-15	19155	162.0	2022-09-25	329.0	167	110
2021-04-15	19157	33.0	2022-09-25	63.0	30	20
2021-04-15	19159	23.0	2022-09-25	36.0	13	9
2021-04-15	19161	19.0	2022-09-25	41.0	22	15
2021-04-15	19163	234.0	2022-09-25	417.0	183	121
2021-04-15	19165	37.0	2022-09-25	53.0	16	11
2021-04-15	19167	73.0	2022-09-25	91.0	18	12
2021-04-15	19169	47.0	2022-09-25	93.0	46	30
2021-04-15	19171	71.0	2022-09-25	96.0	25	17
2021-04-15	19173	12.0	2022-09-25	23.0	11	7
2021-04-15	19175	32.0	2022-09-25	54.0	22	15
2021-04-15	19177	18.0	2022-09-25	27.0	9	6
2021-04-15	19179	120.0	2022-09-25	214.0	94	62
2021-04-15	19181	86.0	2022-09-25	142.0	56	37
2021-04-15	19183	49.0	2022-09-25	83.0	34	22
2021-04-15	19185	23.0	2022-09-25	33.0	10	7
2021-04-15	19187	91.0	2022-09-25	174.0	83	55
2021-04-15	19189	31.0	2022-09-25	47.0	16	11
2021-04-15	19191	33.0	2022-09-25	54.0	21	14
2021-04-15	19193	220.0	2022-09-25	348.0	128	85
2021-04-15	19195	8.0	2022-09-25	17.0	9	6
2021-04-15	19197	35.0	2022-09-25	69.0	34	22
2021-04-15	20001	1.0	2022-09-25	59.0	58	38
2021-04-15	20003	0.0	2022-09-25	35.0	35	23
2021-04-15	20005	13.0	2022-09-25	38.0	25	17
2021-04-15	20007	2.0	2022-09-25	11.0	9	6
2021-04-15	20009	21.0	2022-09-25	110.0	89	59
2021-04-15	20011	3.0	2022-09-25	57.0	54	36
2021-04-15	20013	32.0	2022-09-25	49.0	17	11
2021-04-15	20015	82.0	2022-09-25	208.0	126	83
2021-04-15	20017	3.0	2022-09-25	7.0	4	3
2021-04-15	20019	3.0	2022-09-25	18.0	15	10
2021-04-15	20021	16.0	2022-09-25	90.0	74	49
2021-04-15	20023	10.0	2022-09-25	14.0	4	3
2021-04-15	20025	4.0	2022-09-25	8.0	4	3
2021-04-15	20027	27.0	2022-09-25	39.0	12	8
2021-04-15	20029	2.0	2022-09-25	43.0	41	27
2021-04-15	20031	14.0	2022-09-25	44.0	30	20
2021-04-15	20033	9.0	2022-09-25	17.0	8	5
2021-04-15	20035	9.0	2022-09-25	164.0	155	102
2021-04-15	20037	82.0	2022-09-25	133.0	51	34
2021-04-15	20039	12.0	2022-09-25	20.0	8	5
2021-04-15	20041	37.0	2022-09-25	88.0	51	34
2021-04-15	20043	7.0	2022-09-25	35.0	28	19
2021-04-15	20045	86.0	2022-09-25	153.0	67	44
2021-04-15	20047	0.0	2022-09-25	14.0	14	9
2021-04-15	20049	0.0	2022-09-25	12.0	12	8
2021-04-15	20051	61.0	2022-09-25	88.0	27	18
2021-04-15	20053	4.0	2022-09-25	32.0	28	19
2021-04-15	20055	49.0	2022-09-25	116.0	67	44
2021-04-15	20057	10.0	2022-09-25	119.0	109	72
2021-04-15	20059	42.0	2022-09-25	93.0	51	34
2021-04-15	20061	26.0	2022-09-25	82.0	56	37
2021-04-15	20063	22.0	2022-09-25	23.0	1	1
2021-04-15	20065	2.0	2022-09-25	15.0	13	9
2021-04-15	20067	17.0	2022-09-25	38.0	21	14
2021-04-15	20069	14.0	2022-09-25	22.0	8	5
2021-04-15	20071	0.0	2022-09-25	3.0	3	2
2021-04-15	20073	8.0	2022-09-25	25.0	17	11
2021-04-15	20075	0.0	2022-09-25	4.0	4	3
2021-04-15	20077	17.0	2022-09-25	29.0	12	8
2021-04-15	20079	66.0	2022-09-25	126.0	60	40
2021-04-15	20081	1.0	2022-09-25	12.0	11	7
2021-04-15	20083	7.0	2022-09-25	11.0	4	3
2021-04-15	20085	15.0	2022-09-25	33.0	18	12
2021-04-15	20087	33.0	2022-09-25	68.0	35	23
2021-04-15	20089	3.0	2022-09-25	15.0	12	8
2021-04-15	20091	641.0	2022-09-25	1264.0	623	412
2021-04-15	20093	9.0	2022-09-25	21.0	12	8
2021-04-15	20095	11.0	2022-09-25	28.0	17	11
2021-04-15	20097	5.0	2022-09-25	7.0	2	1
2021-04-15	20099	49.0	2022-09-25	80.0	31	20
2021-04-15	20101	5.0	2022-09-25	12.0	7	5
2021-04-15	20103	55.0	2022-09-25	198.0	143	95
2021-04-15	20105	4.0	2022-09-25	11.0	7	5
2021-04-15	20107	12.0	2022-09-25	32.0	20	13
2021-04-15	20109	0.0	2022-09-25	13.0	13	9
2021-04-15	20111	85.0	2022-09-25	125.0	40	26
2021-04-15	20113	88.0	2022-09-25	130.0	42	28
2021-04-15	20115	24.0	2022-09-25	47.0	23	15
2021-04-15	20117	23.0	2022-09-25	45.0	22	15
2021-04-15	20119	11.0	2022-09-25	22.0	11	7
2021-04-15	20121	41.0	2022-09-25	100.0	59	39
2021-04-15	20123	0.0	2022-09-25	24.0	24	16
2021-04-15	20125	6.0	2022-09-25	167.0	161	106
2021-04-15	20127	22.0	2022-09-25	31.0	9	6
